"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07"
"10025","New York","NY","New York-Newark-Jersey City","New York County",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51316734019341,4.57322175732218,4.54642857142857,4.6230975828111,4.68404896421846,4.59246861924686,4.58284518828452,4.71818181818182,4.8444830612118,4.81668323742986,4.62744837299551,4.60476343739942,4.60420841683367,4.54642857142857,4.63358070500928,4.61538461538461,4.75429761525039,4.71108490566038,4.81562774363477,4.78936274509804,4.74289804007928,4.71818181818182,4.73684210526316,4.66666666666667,4.58072852571991,4.58922794019668,4.62996710566153,4.60010143273742,4.54642857142857,4.59414225941423,4.59246861924686,4.68333333333333,4.54642857142857,4.5859872611465,4.57322175732218,4.52105263157895,4.59035195668225,4.57232516437537,4.57232516437537,4.60861992111266,4.54642857142857,4.4993544600939,4.55982516437537,4.583,4.44842105263158,4.58284518828452,4.62760891798783,4.75429761525039,4.59414225941423,4.66433566433567,4.57232516437537,4.70651228164112,4.57322175732218,4.59330543933054,4.69894736842105,4.6230975828111,4.57322175732218,4.65,4.80625,4.87384767339772,4.88209849398508
"60657","Chicago","IL","Chicago-Naperville-Elgin","Cook County",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66666666666667,1.7,1.67783529411765,1.65406427221172,1.63870967741935,1.697438951757,1.75589073634204,1.62546296296296,1.78947368421053,1.76923076923077,1.80555555555556,1.82571428571429,1.75550314465409,1.76944259012016,1.71428571428571,1.72222222222222,1.78019323671498,1.78379988088148,1.8,1.81381639194139,1.81293706293706,1.81590909090909,1.875,1.86181818181818,1.8,1.81293706293706,1.76628151260504,1.67836257309942,1.65384615384615,1.795,1.82746232508073,1.9,1.91458333333333,1.90322580645161,1.895,1.89240506329114,1.86666666666667,1.83717948717949,1.80555555555556,1.81481818181818,1.84412955465587,1.867,1.92857142857143,1.92631917631918,1.96862745098039,1.99746181719997,2,2,1.95,1.90192307692308,1.87333333333333,1.88461538461538,1.88888888888889,1.90909090909091,1.9,1.91666666666667,1.9375,1.94736842105263,2,2.05555555555556
"10023","New York","NY","New York-Newark-Jersey City","New York County",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.17228352763193,5.02530120481928,5.07368421052632,5.13157894736842,4.98301245753114,4.95527272727273,4.90801393728223,5.03636004273066,4.996875,5.13859649122807,5.25516102394715,5.11645962732919,5.14310776942356,5.12578616352201,5.10840402969247,5.06578947368421,4.95454545454545,5.01999562742053,5.01999562742053,5.05341002465078,5.16350123864575,5.12752805927863,4.98301245753114,4.92712524821101,4.98923350149284,4.6,4.9687789560383,4.95454545454545,4.90801393728223,4.90228283071008,4.89210526315789,4.89210526315789,4.90801393728223,4.99583333333333,4.99150622876557,5.00219298245614,4.95290264614671,4.92712524821101,4.89210526315789,4.90801393728223,5.11947246164191,5.09643206256109,5.0603866258111,5.09286412512219,5.25516102394715,5.03448275862069,5.03418272218769,5.10973282442748,5.09854327335047,5.12655015401098,5.24711255673451,5.16350123864575,5.25516102394715,5.00438596491228,4.90801393728223,4.90801393728223,4.96462450833546,5.04188481675393,5.05788653238709,5.21153846153846,5.16350123864575,5.16350123864575
"77494","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25532011365697,1.22794117647059,1.22093023255814,1.24888093106535,1.41119528619529,1.30569948186528,1.31544041450777,1.30129194289205,1.30971337579618,1.33513149022252,1.28330721003135,1.26728110599078,1.2475173886096,1.2687125748503,1.29112662013958,1.23060508517487,1.24992443020374,1.24888093106535,1.28068592057762,1.320518444666,1.3331954295692,1.33000997008973,1.35899465891033,1.33659952821629,1.38588822796745,1.36092468307233,1.36092468307233,1.36092468307233,1.36092468307233,1.36092468307233,1.36092468307233,1.39144505417194,1.37329079307201,1.34771125311156,1.36092468307233,1.36092468307233,1.38801261829653,1.37467948717949,1.36436521923401,1.36092468307233,1.36092468307233,1.34615384615385,1.36092468307233,1.36092468307233,1.36559139784946
"60614","Chicago","IL","Chicago-Naperville-Elgin","Cook County",5,,,,,,,,,,,,1.725,1.75,1.75,1.755,1.7032967032967,1.725,1.65833333333333,1.695,1.73333333333333,1.77591973244147,1.83355263157895,1.825,1.84045795239272,1.77777777777778,1.83771929824561,1.90909090909091,1.95622009569378,1.92857142857143,1.91416666666667,2.005,1.98275862068966,2.1,2.095,2.09125,2.0975,2.04665314401623,1.76470588235294,2.01,1.9975,1.9314263322884,2.0036832412523,2.08333333333333,2.08484848484848,2,2,2.06896551724138,2.0036832412523,2.0073664825046,1.995,1.999375,1.94736842105263,2,2,1.93472222222222,1.92307692307692,1.95676718092567,1.89444444444444,1.88461538461538,1.995,1.93670886075949,1.795,1.99472222222222,2.02542237168708,2,1.995,2,1.94529295589203,1.87573529411765,1.999,1.9600166481687,1.93555638816036,2.222983014862,2.03066570637745,2,2,2,2.05,2.04666666666667,1.95,1.98083333333333,1.86111111111111,1.96428571428571,1.90863095238095,2,2.07179487179487,2.07692307692308,2.08260869565217,2.02,2.03252032520325,1.99181286549708,2,1.95576923076923,1.995,2.06111111111111,2.075,2.08333333333333,2.11111111111111,2.13793103448276,2.14858695652174,2.17936995436995,2.2,2.1875,2.09090909090909,2.0952380952381,2.08333333333333,2.09545454545455,2.18181818181818,2.24581724581725,2.25,2.19230769230769,2.18181818181818,2.2,2.20526315789474
"77449","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04991087344029,1.05793226381462,1.14116652578191,1.14719004496159,1.1819235225956,1.20371669004208,1.19775596072931,1.2152133580705,1.25543006081668,1.25232774674115,1.26157082748948,1.23724696356275,1.24565469293163,1.23724696356275,1.25649913344887,1.25649913344887,1.23483535528596,1.23483535528596,1.19475957479053,1.02820746132848,1.04317961340186,1.10765606993401,1.1297798377752,1.14287617501441,1.13413547237077,1.10427807486631,1.09289617486339,1.0672435920171,1.13783786813754
"79936","El Paso","TX","El Paso","El Paso County",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.807106598984772,0.834492350486787,0.848484848484849,0.876506262882512,0.897000859643965,0.818652849740933,0.8035538005923,0.811921891058582,0.823744652846331,0.84395898433151,0.837117472852912,0.809822361546499,0.87960369696121,0.842105263157895,0.858835143139191,0.888450148075025,0.86035764664394,0.856666103090759,0.854886475814413,0.834292289988492,0.878378378378378,0.852557673019057,0.875616979269497,0.859552203838578
"77084","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06768916876761,1.04636292061753,1.08297589204323,1.07737785250123,1.07362534948742,1.09444418881533,0.977165354330709,1.06959955998961,0.9800796812749,1.06076759061834,1.00241591647912,0.973333333333333,1.04759405200184,1.07097933513028,1.06053240740741,1.07416666666667,1.05059231069477,1.08620944818888,1.1061872909699,1.10916666666667,1.1344583275164,1.13105769230769,1.09166666666667,1.0481452249408,1.04582210242588,1.13888888888889,1.18432385874246,1.16863289175319,1.17343223287329,1.18645833333333,1.17848970251716,1.20486656200942,1.20280036133695,1.16456692913386,1.15894317435231,1.14271457085828,1.14685586092772,1.15491329479769,1.16020671834625,1.16111111111111,1.15759675762073
"60640","Chicago","IL","Chicago-Naperville-Elgin","Cook County",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45454545454545,1.42678571428571,1.45454545454545,1.4375,1.44281045751634,1.40093457943925,1.42105263157895,1.35357142857143,1.5,1.54545454545455,1.52916666666667,1.54961139896373,1.55555555555556,1.55,1.5,1.45227272727273,1.45833333333333,1.48333333333333,1.49152542372881,1.57882473622509,1.58823529411765,1.64581961816985,1.63877005347594,1.59789644012945,1.5,1.63157894736842,1.52045454545455,1.44502962475313,1.44095238095238,1.52188888888889,1.6,1.65,1.6,1.69230769230769,1.69165946413137,1.625,1.6,1.55555555555556,1.52704678362573,1.48148148148148,1.52271186440678,1.67142857142857,1.72571428571429,1.71052631578947,1.685,1.68360526315789,1.695,1.75,1.71875,1.77222222222222,1.6975,1.75757575757576,1.70719500706547,1.70984455958549,1.71572871572872,1.75,1.725,1.70626220968092,1.66111111111111,1.67894736842105
"94109","San Francisco","CA","San Francisco-Oakland-Hayward","San Francisco County",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.24242424242424,4.31654676258993,4.27158273381295,4.22727272727273,4.26034172661871,4.29545454545455,4.23484848484848,4.31818181818182,4.34315610177348,4.31654676258993,4.27158273381295,4.27272727272727,4.31654676258993,4.27215500327011,4.34315610177348,4.36257357750164,4.36363636363636,4.36257357750164,4.40211806647793,4.44261695906433,4.45586975149957,4.54090909090909,4.60206834532374,4.44444444444444,4.36363636363636,4.34792711285517,4.44444444444444,4.43864986237868,4.39351285189719,4.36257357750164,4.4,4.32149161518094,4.36363636363636,4.31736429038587,4.27272727272727,4.31818181818182,4.31736429038587,4.41794310722101,4.55317539738349,4.50731724477591,4.36151079136691,4.31654676258993,4.36151079136691,4.34782608695652,4.28354814253222,4.23484848484848,4.24242424242424,4.27311577311577,4.29230769230769,4.34685128609441,4.34315610177348,4.36363636363636,4.44805194805195,4.51434591311892,4.38871473354232,4.44805194805195,4.36257357750164,4.32480141218005,4.45454545454545,4.36257357750164,4.3613707165109,4.49494949494949,4.54341072596468,4.53117860931922,4.76177024482109,4.75238095238095,4.77272727272727,4.77272727272727,4.74452554744526
